file,line,artifact_form,context
grade_10_aghatathmaka_and_anaghatathmaka_padi.md,16,`,> Text was extracted from the PDF text layer with `pdftotext -layout`. OCR was not used.
grade_10_aghatathmaka_and_anaghatathmaka_padi.md,16,`,> Text was extracted from the PDF text layer with `pdftotext -layout`. OCR was not used.
grade_10_folk_song_classification.md,16,`,> Text was extracted from the PDF text layer with `pdftotext -layout`. OCR was not used.
grade_10_folk_song_classification.md,16,`,> Text was extracted from the PDF text layer with `pdftotext -layout`. OCR was not used.
grade_10_musical_fundamentals.md,16,`,> Text was extracted from the PDF text layer with `pdftotext -layout`. OCR was not used.
grade_10_musical_fundamentals.md,16,`,> Text was extracted from the PDF text layer with `pdftotext -layout`. OCR was not used.
grade_10_nadaya.md,16,`,> Text was extracted from the PDF text layer with `pdftotext -layout`. OCR was not used.
grade_10_nadaya.md,16,`,> Text was extracted from the PDF text layer with `pdftotext -layout`. OCR was not used.
grade_10_nadaya_section_8_1_1.md,16,`,> Text was extracted from the PDF text layer with `pdftotext -layout`. OCR was not used.
grade_10_nadaya_section_8_1_1.md,16,`,> Text was extracted from the PDF text layer with `pdftotext -layout`. OCR was not used.
grade_10_western_music.md,145,සම`ග,පුරවැසියා කෙසේ විය යුතු ද යන්න  ගැඹුරින් විමසා  බැලීමත් සම`ග  මෙතෙක් පැවති සෞන්දර්ය
grade_10_western_music.md,217,ක`ඵතර,"ඊ. ඒ. ප්‍රේමසිරිගුරු උපදේශක, කලාප අධ්‍යාපන කාර්යාලය, ක`ඵතර."
grade_10_western_music.md,281,හැ`දින්වීම,හැ`දින්වීමv-vi
grade_10_western_music.md,362,ළ`ගා,තත්ත්වයන්  ළ`ගා  කර
grade_10_western_music.md,392,යනවි`දියි,රහ්මාන් යනවි`දියි.  මෙහෙයවීම  වැනි  විවිධ  පෞරුෂ
grade_10_western_music.md,441,වි``දියි,ගීත රස වි``දියි.
grade_10_western_music.md,443,වි`දිමින්,කරමින්  රස  වි`දිමින්  ගීතඇසුරින්)
grade_10_western_music.md,445,සංගීතකඳු`ඵ,5.2 ශ්‍රී  ලංකාවේ  සරල  සංගීතකඳු`ඵ හෙලා නෑඹිලියට/ඉපදුනු දා2. ශී්‍ර ලංකාවේ සරල සංගීත ක්‍ෂේත්‍රයේ මව්      03
grade_10_western_music.md,570,න`ගන්න,න`ගන්න.
grade_10_western_music.md,707,හැ`දින්වෙයි,ප්‍රබන්ධ කර ඇති ගීත ශෛලිය ලක්ෂණ ගී නමින් හැ`දින්වෙයි. සෑම රාගයකට
grade_10_western_music.md,750,ප`ඩිතුමා,ක්‍රමික පුස්තක් මාලිකාභාත්ඛණ්ඩේ ප`ඩිතුමා• -
grade_10_western_music.md,794,හැ`දින්වීමක්,කෙටි හැ`දින්වීමක් කරන්න. භක්ති ගීත නිර්මාණයේ දී ෙභෙරවී රාගය වැඩි
grade_10_western_music.md,825,ප`ඩිතුමා,ක්‍රමික් පුස්තක් මාලිකා භාත්ඛණ්ඩේ ප`ඩිතුමා•I -
grade_10_western_music.md,961,හැ`දින්වෙයි,ප්‍රබන්ධ කර ඇති ගීත ලක්ෂණ ගී නමින් හැ`දින්වෙයි. සෑම රාගයකට ම
grade_10_western_music.md,970,වි`දිමු,1.  නිති වි`දිමු සුමධුර යමන රාග රස
grade_10_western_music.md,1037,ව`දිමි,1.සදාකල් ව`දිමි මා පාද යුග
grade_10_western_music.md,1046,හැ`දින්වීමක්,රස භාවයන් පිළිබඳ ව කෙටි හැ`දින්වීමක් කරන්න. කරුණා රසය ඉස්මතු
grade_10_western_music.md,1085,බැ`දි,ඉගෙනුම්  පල           :රාග විස්තර හා බැ`දි සංකල්ප නිර්වචනය කරයි.•
grade_10_western_music.md,1092,වි`දිමු,නිති වි`දිමු. සුමධුර යමන් රාග රස ලක්ෂණ ගීය.•
grade_10_western_music.md,1146,සිරි`ගර,7. ‘‘බැති සිරි`ගර රසපිරි’’ යනුවෙන් අදහස් කරන්නේ කුමක් ද?
grade_10_western_music.md,1207,හො`දින්,කරනු ලබන සංකේතයන් ය. එම තොරතුරු කියවා හො`දින් අවබෝධ කර ගන්න. ගැටලු ඇතොත්
grade_10_western_music.md,1279,හැ`දින්වීම,(ගීතය පිහිටුවා ඇති ශ්‍රැතිය හැ`දින්වීම සඳහා සටහන් කෙරේ.(viii)M
grade_10_western_music.md,1281,ළ`ගින්,තනි ඉංග්‍රීසි අකුරින් එකත් සිම්පල් අකුර ඒ ළ`ගින් ම දකුණු පසින් යෙදීමෙන්Major Scalem
grade_10_western_music.md,1300,ඊළ`ග,හා ලියනුයේ (තනුවට) යටින් ඊළ`ග පේළිය  හෝ  දෙක  මත  ය.  එමCounter Part melody
grade_10_western_music.md,1314,හො`දින්,සිසුනට ලබා දෙන්න. එහි දැක්වෙන එක් එක් කොටස් හො`දින් තහවුරු කරවන්න.
grade_10_western_music.md,1462,ළ`ගා,ගුණාත්මක බවින් පිරුණු වාදනයක් ඉදිරිපත් කිරීමට අවශ්‍ය ශක්තිය ළ`ගා
grade_10_western_music.md,1468,අතැ`ගිලි,අතැ`ගිලි නිවැරදි ව හැසිරවීම ද අත්‍යාවශ්‍ය ය.
grade_10_western_music.md,1504,බැ`දි,නිපුණතාව 3.0   :සංගීත රසාස්වාදයේ යෙදෙමින් ජීවිතයේ සතුට හා බැ`දි මානසික තත්ත්වයන්
grade_10_western_music.md,1505,ළ`ගා,ළ`ගා කර ගැනීමට හුරුවෙයි.
grade_10_western_music.md,1513,වි`දිමින්,ග්‍රැමෆෝන් ගී රස වි`දිමින් අගය කරයි.•
grade_10_western_music.md,1531,ග`ගුලේ,බැස සීතල ග`ගුලේ ශ්‍රී සෙත් සාදයි••
grade_10_western_music.md,1559,ගොඩනැ`ගූ,යුගයෙහි විස්තර ලියන ලද උපදෙස් පත්‍රිකා හෝ ඔබ විසින් ගොඩනැ`ගූ
grade_10_western_music.md,1587,බැ`දි,නිපුණතාව 3.0   :සංගීත රසාස්වාදයේ යෙදෙමින් ජීවිතයේ සතුට හා බැ`දි මානසික තත්ත්වයන්
grade_10_western_music.md,1588,ළ`ගා,ළ`ගා කර ගැනීමට හුරුවෙයි.
grade_10_western_music.md,1593,රසවි`දියි,තෝරා ගත් සරල ගී ඒවායේ අනන්‍ය ලක්‍ෂණ රකිමින් ගයා රසවි`දියි.•
grade_10_western_music.md,1675,බැ`දි,නිපුණතාව 3.0   :සංගීත රසාස්වාදයේ යෙදෙමින් ජීවිතයේ සතුට හා බැ`දි මානසික තත්ත්වයන්
grade_10_western_music.md,1676,ළ`ගා,ළ`ගා කර ගැනීමට හුරුවෙයි.
grade_10_western_music.md,1695,ගොඩන`ගා,පාඩම ගොඩන`ගා ගැනීමට ගුරුවරයා උත්සාහ ගත යුතු යි.
grade_10_western_music.md,1703,රවිකි`ක්,ගායනයේ දී වයලීනය යොදා ගත් අතර එහිදී එය ‘රවිකි`ක්‍ද්`ක්‍දා’ යන නමින්
grade_10_western_music.md,1703,ද්`ක්,ගායනයේ දී වයලීනය යොදා ගත් අතර එහිදී එය ‘රවිකි`ක්‍ද්`ක්‍දා’ යන නමින්
grade_10_western_music.md,1704,හැ`දින්වීය,හැ`දින්වීය. වයලීනයෙන් කපිරි`ක්‍ද්`ක්‍දා ගීතයක් වාදනය කර පෙන්වීම වඩාත්
grade_10_western_music.md,1704,කපිරි`ක්,හැ`දින්වීය. වයලීනයෙන් කපිරි`ක්‍ද්`ක්‍දා ගීතයක් වාදනය කර පෙන්වීම වඩාත්
grade_10_western_music.md,1704,ද්`ක්,හැ`දින්වීය. වයලීනයෙන් කපිරි`ක්‍ද්`ක්‍දා ගීතයක් වාදනය කර පෙන්වීම වඩාත්
grade_10_western_music.md,1750,හැ`දින්වීම,හැ`දින්වීම:ස්වර පුවරුවෙන් ස්වර ලිපි වාදනය කිරීමේ කුසලතාවය මේ වන විට ඔබ
grade_10_western_music.md,1803,ළ`ගා,ගුණාත්මක බවින් පිරුණු වාදනයක් ඉදිරිපත් කිරීමට අවශ්‍ය ශක්තිය ළ`ගා
grade_10_western_music.md,1842,ඇ`ගිල්ල,ස්වර මත ඒ ඒ මාත්‍රාවට ඇ`ගිල්ල තබමින් ගණින්න. වෙනත් තාලයක දී ද 6 4
grade_10_western_music.md,1852,හො`දින්,මෙසේ හො`දින්  පුහුණු වීමෙන් ප්‍රස්තාරය තුළ ස්වර ගමන් කරනු ලබන රටාව වටහා
grade_10_western_music.md,1855,හ`ඩින්,(මෙහි දී ස්වර ගායනා කිරීම නොව කතා කරන හ`ඩින් රිද්මයානුකූලව ස්වර කියවීම
grade_10_western_music.md,1884,හැ`දින්විය,"ගීත විශේෂයක් ලෙස සේ ගී හැ`දින්විය හැකි බවත්, උපමා, උපමේය ශබ්ද"
grade_10_western_music.md,1898,හො`දින්,සමුද්‍රඝෝෂ විරිතට අනුව ගැයෙන මෙම කවිය එහි භාව රිද්ම වඩාත් හො`දින්•
grade_10_western_music.md,1920,සුර`ගන,උදා: සුර රද සමන් සමගින් සුර`ගන එවර
grade_10_western_music.md,1942,හැ`දින්වීම,හැ`දින්වීම   :වෑත්තෑවේ හිමි විසින් ලියන ලද ගුත්තිල කාව්‍යයේ එන පැදි විවිධ විරිත්
grade_10_western_music.md,1948,දනමු`ඵ,සොළොස්මත් පැදිමන්මත් කරවන දනමු`ඵ දෙරණා•-
grade_10_western_music.md,1949,අ`දිනා,අටවිසිමත් පැදිරූ රැසේ අ`දිනා ලෙසේ අත්•-
grade_10_western_music.md,2076,ග`ගුලෙදි,තුන් සරණේ ගී - සීත ග`ගුලෙදි ඇඳ පේවෙනවා - සම්මා සම්බුදු වෙන•
grade_10_western_music.md,2243,වොරැ`දී,දුල් නිමල් සිසි සේ- ඉයුජින්නන් සිරින් වොරැ`දී- මනමේ
grade_10_western_music.md,2384,අතැ`ගිලි,නම් රූප සටහනක් මත අතැ`ගිලි හැසිරවීමට යොමු කරන්න.
grade_10_western_music.md,2390,දබරැ`ගිල්ලෙන්,දබරැ`ගිල්ලෙන්
grade_10_western_music.md,2394,වෙදැ`ගිල්ල,වෙදැ`ගිල්ල  එකවර
grade_10_western_music.md,2396,දබරැ`ගිල්ල,6 (දබරැ`ගිල්ල
grade_10_western_music.md,2398,දබරැ`ගිල්ලෙන්,2 දබරැ`ගිල්ලෙන්
grade_10_western_music.md,2399,දබරැ`ගිල්ලෙන්,3 දබරැ`ගිල්ලෙන්
grade_10_western_music.md,2439,හො`දින්,ගුරුවරයාට හො`දින් තබ්ලාව වාදනය කළ හැකි නම් එසේ අවශ්‍ය නොවේ.
grade_10_western_music.md,2495,ඇ`ගිල්ල,තිස්‍යාහි කොටසේ මැදට මහපට ඇ`ගිල්ල හා දබරැ`ගිල්ල හැර ඉතිරි ඇ`ගිලි තුනෙන්
grade_10_western_music.md,2495,දබරැ`ගිල්ල,තිස්‍යාහි කොටසේ මැදට මහපට ඇ`ගිල්ල හා දබරැ`ගිල්ල හැර ඉතිරි ඇ`ගිලි තුනෙන්
grade_10_western_music.md,2495,ඇ`ගිලි,තිස්‍යාහි කොටසේ මැදට මහපට ඇ`ගිල්ල හා දබරැ`ගිල්ල හැර ඉතිරි ඇ`ගිලි තුනෙන්
grade_10_western_music.md,2497,ඇ`ගිල්ලෙන්,ටස්‍යාහි කොටසේ හරි මැදට දබර ඇ`ගිල්ලෙන් පමණක් තැලීමෙන් උපදී.
grade_10_western_music.md,2499,හැ`දින්වේ,අනුව ‘‘ට’’ අක්ෂරයම ‘‘රි’’ අක්ෂරය ලෙස හැ`දින්වේ.
grade_10_western_music.md,2500,තුංදබරැ`ගිල්ලෙන්,තුංදබරැ`ගිල්ලෙන් ස්‍යාහි කොටසට විවෘතව තැළීමෙන් ‘‘තුං’’ අක්ෂරය උපදී.
grade_10_western_music.md,2501,දබරැ`ගිල්ලෙන්,නදායාවේ  චාන්ටි  කොටසට  දබරැ`ගිල්ලෙන්  තැළීමෙන්  ‘‘න’’  අක්ෂරය  උපදී.
grade_10_western_music.md,2502,වෙදැ`ගිල්ල,මෙහි දී වෙදැ`ගිල්ල ස්‍යාහි කොටසේ රඳවා තබා ගත යුතු ය.
grade_10_western_music.md,2503,දබරැ`ගිල්ලෙන්,ත‘‘න’’  අක්ෂරය  උපදින  ස්ථානයෙන්ම  දබරැ`ගිල්ලෙන්  තැළීමෙන්  ‘‘ත’’  අක්ෂරය
grade_10_western_music.md,2504,වෙදැ`ගිල්ල,උපදී. මෙහි දී ද වෙදැ`ගිල්ල ස්‍යාහි කොටසේ රඳවා තබා ගත යුතු ය.
grade_10_western_music.md,2509,ඇ`ගිලි,කබායාවේ මුහුණතට වම් අත ඇ`ගිලි සියල්ල දිග හැර අල්ල ද සමග එකවර වදින
grade_10_western_music.md,2515,මැදැ`ගිල්ල,ගවම් අතෙහි මැදැ`ගිල්ල හා දබරැ`ගිල්ල යන ඇ`ගිලි දෙකෙන් එකකින් ලවය කොටසට
grade_10_western_music.md,2515,දබරැ`ගිල්ල,ගවම් අතෙහි මැදැ`ගිල්ල හා දබරැ`ගිල්ල යන ඇ`ගිලි දෙකෙන් එකකින් ලවය කොටසට
grade_10_western_music.md,2515,ඇ`ගිලි,ගවම් අතෙහි මැදැ`ගිල්ල හා දබරැ`ගිල්ල යන ඇ`ගිලි දෙකෙන් එකකින් ලවය කොටසට
grade_10_western_music.md,2533,බැ`දි,නිපුණතාව 3.0   :සංගීත රසාස්වාදයේ යෙදෙමින් ජීවිතයේ සතුට හා බැ`දි මානසික තත්ත්වයන්
grade_10_western_music.md,2534,ළ`ගා,ළ`ගා කර ගැනීමට හුරුවෙයි.
grade_10_western_music.md,2536,වි`දියි,කරමින් ඔවුන්ගේ නිර්මාණ රස වි`දියි.
grade_10_western_music.md,2555,මහ`ගු,"කිරීමටත්, මෙම පාඩම 10 ශ්‍රේණියේ දරුවන්ට මහ`ගු පිටිවහලක් වනු ඇත."
grade_10_western_music.md,2597,ස`ගරාව,"හඬ ගුවන් විදුලි ස`ගරාව - 2013 ජනවාරි මාර්තු කලාපය - පිටු අංක 154,•"
grade_10_western_music.md,2655,ප`ඩිවරුන්,චෛව’’ ශ්ලෝකය ගයමින් පැරණි භාරතීය ප`ඩිවරුන් නාද ස්වර දක්වා
grade_10_western_music.md,2700,ස`ගරා,"ඇති ස`ගරා මගින් අන්තර්ජාලය තුළින්, විද්‍යුත් එන්සයික්ලෝපීඩියා මගින්,"
grade_10_western_music.md,2911,වි`දිමු,ගයා වයා වි`දිමු හින්දි චිත්‍රපට ගී
grade_10_western_music.md,2912,බැ`දි,නිපුණතාව 5.0   :ව්‍යවහාරික සංගීතය හා බැ`දි සංගීතාංග පිළිබඳ ව අත්දැකීම් ලබයි.
grade_10_western_music.md,2914,වි`දිමින්,"කරමින්, රස වි`දිමින් ගීත ගායනයේ යෙදෙයි."
grade_10_western_music.md,2920,වි`දීමට,රාගාශ්‍රිත සිනමා ගී ගායන වාදන රස වි`දීමට පෙළඹෙයි.•
grade_10_western_music.md,2973,අත්වි`දි,"ගායනයෙන් තමා අත්වි`දි හැ`ගීම් අනුසාරයෙන්, නිදහස් අදහස් ප්‍රකාශනයට•"
grade_10_western_music.md,2973,හැ`ගීම්,"ගායනයෙන් තමා අත්වි`දි හැ`ගීම් අනුසාරයෙන්, නිදහස් අදහස් ප්‍රකාශනයට•"
grade_10_western_music.md,2993,වි`දිමු,ගයා වයා වි`දිමු මව්පිය ගුණ වරුණ ගී
grade_10_western_music.md,3002,කඳු`ඵහෙළා,ගුණාත්මක යෙදවුම්:කඳු`ඵහෙළා නෑඹිලියට/ඉපදුණ දා මා හඬා වැටෙන්නැති/ගමට කලින් හිරු/•
grade_10_western_music.md,3014,කඳු`ඵ,කඳු`ඵ හෙළා නෑඹිලියට ගීතයත් යමන් රාගාශි්‍රතව නිර්මිත නැති බැරි
grade_10_western_music.md,3077,සු`ඵ,තනුව සරල හා සිත් ගන්නා සු`ඵ ආකාරයේ ගීයක් සිහියට නංවා ගැයීමට•
grade_10_western_music.md,3161,අ`දිනා,"” රූ රැසේ අ`දිනා ලෙසේ...” - සුසිල් ප්‍රේමරත්න, ෂෙල්ටන් ප්‍රේමරත්න"
grade_10_western_music.md,3233,ක`ඵලෑල්ලේ,ජප්තාල ගී පාදය විභාග නොබෙදා දක්වා (ප්‍රස්තාර නොකර) ක`ඵලෑල්ලේ•
grade_10_western_music.md,3237,ක`ඵලෑල්ලේ,දීප්චන්දි  ගී  පාදය  ද  විභාග  නොබෙදා  (ප්‍රස්තාර  නොකර)  ක`ඵලෑල්ලේ•
grade_10_western_music.md,3520,ම`ගින්,පරිගණකය භාවිත කිරීම ම`ගින් බාහිරින් ඇතුල් කරන  තැටියක ඇති•CD
grade_10_western_music.md,3590,ම`ගින්,ස්ථාපන කරන ලද මෘදුකාංග ම`ගින් ද ඉතා පහසුවෙන් ඉහත කාර්ය
grade_10_western_music.md,3597,ම`ගපෙන්විම,මෙය පරිගණක පාඩම සඳහා ආදර්ශයක් පමණි. අදාළ ම`ගපෙන්විම අනුව පරිගණක භාවිත
grade_10_western_music.md,3602,සිය`ඵ,පියවර 02හැඳින්වීමේ කොටසේ දී ඇති අංක 1 සිට සිය`ඵ ක්‍රියාකාරකම්වල සිසුන්•
grade_10_western_music.md,3603,සම`ග,සම`ග යෙදෙන්න.
grade_10_western_music.md,3631,එම`ගින්,එම`ගින් සංගීතයට අදාළ කරුණු ඉගෙනීමෙන් තෘප්තිමත් වෙයි.•
grade_10_western_music.md,3633,ගැට`ඵවක්,තමාට විෂය කරුණු ඉගෙනුම පිළිබඳ ගැට`ඵවක් මතු වූ අවස්ථාවක ඊට•
grade_10_western_music.md,3636,ඉ`ගි,ඉ`ගි සඳහන් කරන ලද අත් පත්‍රිකා කීපයක්.•
grade_10_western_music.md,3640,මු`ඵල්ලේ,මු`ඵල්ලේ ම පරිගණකය ඉදිරිපිට සිට නැරඹුවත්  යේ ඇති වීඩියෝYou Tube
grade_10_western_music.md,3651,ඉ`ගිය,දක්නට  ඇත.  එය  මත  තමාට  සෙවීමට  අවශ්‍ය  වීඩියෝවේ  ඉ`ගිය
grade_10_western_music.md,3674,සම`ග,පියවර  01ලෝකයේ තොරතුරු ගවේෂණ මාධ්‍යයන් පිළිබඳ සිසුන් සම`ග සාකච්ඡා•
grade_10_western_music.md,3678,සම`ග,සිසුන් සම`ග සාකච්ඡා කරන්න.
grade_10_western_music.md,3682,සම`ග,පිවිසීම යන ස්ථානයේ සිට සඳහන් ක්‍රියාකාරකම් කරන්න.) (ළමුන් සම`ග
grade_10_western_music.md,3684,ඉ`ගි,පියවර 02සිසුන් කණ්ඩායම් කර මුලින් සකස් කරගත් ඉ`ගි පත්‍රිකා එක බැගින් බෙදා•
grade_10_western_music.md,3686,ඉ`ගිවලට,වෙත පිවිස එම ඉ`ගිවලට අදාළ තොරතුරු ගවේෂණයට උපදෙස්• you tube
grade_10_western_music.md,3689,ඉ`ගි,පරිගණක 4 ක් හෝ ලබා දී අදාළ ඉ`ගි සෙවීමෙහි පොළඹවන්න.
grade_10_western_music.md,3690,ඉ`ගියක්,සොයාගත්  තොරතුරු  එක්  ඉ`ගියක්  එක්  සිසුවෙකුට  බැගින්  වෙන්  වෙන්  ව•
grade_10_western_music.md,3696,සම`ග,සිසුන් සම`ග සකච්ඡා කරන්න.
grade_10_western_music.md,3717,ඉ`ගි,ඉ`ගි පත්‍රිකා
grade_10_western_music.md,3738,ළ`ගාකර,ළ`ගාකර ගැනීමට හුරුවෙයි.
grade_10_western_music.md,3762,ම`ගින්,"ගායනයෙන් හෝ කැසට්, සී. ඞී. යන්ත්‍ර ම`ගින් ගීත ශ්‍රවණයට සලස්වන්න.•"
grade_10_western_music.md,3763,සම`ග,ශ්‍රවණය කරන ගීතය ළමුන් සම`ග එක් ව ගයන්න.•
grade_10_western_music.md,3802,ළ`ගාකර,ළ`ගාකර ගැනීමට හුරුවෙයි.
grade_10_western_music.md,3876,ළ`ගාකර,ළ`ගාකර ගැනීමට හුරුවෙයි.
grade_10_western_music.md,3880,රසවි`දීමට,ඉගෙනුම්  පල  :ජග්ජිත් සිං. රහුමාන් යන සංගීතඥයින් ගේ නිර්මාණ රසවි`දීමට කැමැත්ත•
grade_10_western_music.md,3969,ර`ග,ලෙස කණ්ඩායම් වශයෙන්  හෝ ඒකල ව වේදිකාවේ ර`ග දැක්වීමට
grade_11_music_textbook.md,244,ක`ඵතර,"ඊ. ඒ. ප්‍රේමසිරිගුරු උපදේශක, කලාප අධ්‍යාපන කාර්යාලය, ක`ඵතර."
grade_11_music_textbook.md,301,හැ`දින්වීම,හැ`දින්වීමv-vi
grade_11_music_textbook.md,361,`දිපෙරදි,`දිපෙරදි
grade_11_music_textbook.md,467,මාජීළ`ගා,න/ මාජීළ`ගා
grade_11_music_textbook.md,510,සහ`දියිංග,සහ`දියිංග
grade_11_music_textbook.md,521,වි`දියා,වි`දියා
grade_11_music_textbook.md,535,යි`දිමියිමිනලාං,යි`දිමියිමිනලාං
grade_11_music_textbook.md,628,රසවි`දි,සංගීතෙගය. රසවි`දි
grade_11_music_textbook.md,1224,වි`දියි,ගායනය කරයි රස වි`දියි.
grade_11_music_textbook.md,1253,`,ගන්නා සහ පටිගත කළ සංගීතයy `ÿk d . k sñ k a i xi k aok d; au l
grade_11_music_textbook.md,1309,ළ`ගාවන,"විවිධ ශිල්ප ක්‍රම යොදා ගනිමින් සම් එකට ළ`ගාවන අයුරු උදාහරණ"""""
grade_11_music_textbook.md,1553,ළ`ගා,වෘත්තීය වාදකයෙකුට අවශ්‍ය මූලික අඩිතාලම ළ`ගා කර ගනියි.•
grade_11_music_textbook.md,1617,ළ`ගා,වෘත්තීය වාදකයෙකු ට අවශ්‍ය මූලික අඩිතාලම ළ`ගා කරගනියි.•
grade_11_music_textbook.md,1760,ළ`ගා,ළ`ගා කර ගැනීමට හුරුවෙයි.
grade_11_music_textbook.md,1763,වි`දියි,කි්‍රයාකාරකම   : රාගාශි්‍රත සරල ගී රස වි`දියි.
grade_11_music_textbook.md,1767,වි`දියි,රාගාශි්‍රත සරල ගීතය ගායනා කරමින් රස වි`දියි.•
grade_11_music_textbook.md,1808,සම`ග,සම`ග තැටියක් පිළියෙල කරන්න.CD
grade_11_music_textbook.md,1821,න`ථ,කි්‍රයාකාරකම   : පහතරට සිංදු වන්නම් - න`ථ ගීතිකා තාලය
grade_11_music_textbook.md,1884,සර්ව`ඥ,සර්ව`ඥ පණ්ඩිත
grade_11_music_textbook.md,1923,`,නිපුණතාව 3.0   :i x. S;  r i di aj dof h a f h f oñ k a Ôú ; f h a i ; =g  y d n e`È u dk i sl  ; ; aj h k a
grade_11_music_textbook.md,1924,`,< `. dl r  . ek Su g  y qr ef j h s'
grade_11_music_textbook.md,1957,සම`ග,වාදන හැකියා ඇති සිසුන් වාදනය සම`ග හවුල් කරගෙන ගීතය සිසුන් සමග•
grade_11_music_textbook.md,1984,ප`ඩිතුමා,ප`ඩිතුමා   :ඔන්න  සුදනනේ  අසනුය  බින්න  නැත      අනේ
grade_11_music_textbook.md,1988,ප`ඩිතුමා,ප`ඩිතුමා   :ඔන්න  සුදනනේ........
grade_11_music_textbook.md,1993,ප`ඩිතුමා,ප`ඩිතුමා   :ඔන්න  සුදනනේ........
grade_11_music_textbook.md,2005,ජැංඩිසිංෙ`ක්,දුවන ගිරියක් තල්ලු කරගෙන වම් පසින් ඇතුළුවෙන රෝස නෝනා සහ ජැංඩිසිංෙ`ක්‍දා් සබාවෙන්
grade_11_music_textbook.md,2017,සො`දින්,රෝසනෝනා   :සො`දින් මසන් ගස් හන්දියෙ නෙයින උන්නු ගෙයි විස්තර
grade_11_music_textbook.md,2030,අ`දින්ට,ඉක්මන් කර කම්බ සරොන් පට ලේන්සු දී අ`දින්ට
grade_11_music_textbook.md,2047,එ`ථවෙක්,ගොනෙක් වගේ එ`ථවෙක් විත් පැන්නයි මැතිඳුට අනින්ට
grade_11_music_textbook.md,2048,එ`ථව,බාසෙන් කිව්වා නෙයිනා එ`ථව ගියා දුන්න අනට
grade_11_music_textbook.md,2061,එ`ථව,ඔන්න එවිට ආව එ`ථව පැනගෙන මැතිඳුට අනින්ට
grade_11_music_textbook.md,2062,එ`ථවාගෙන්,රෝසනෝනා   :කාගෙන් බේරුනත් බැරිය එ`ථවාගෙන් මාරු වෙන්ට
grade_11_music_textbook.md,2090,ළ`ගා,මානසික තත්වයන් ළ`ගා කරගැනීමට හුරුවෙයි.
grade_11_music_textbook.md,2107,සංගීත`ඥයින්,"ගුණාත්මක යෙදවුම්  :මොසාර්ට්, බීතෝවන් යන සංගීත`ඥයින් පිළිබඳ තොරතුරු ඇතුළත්•"
grade_11_music_textbook.md,2110,සංගීත`ඥයින්,"එම සංගීත`ඥයින් විසින් නිර්මාණය කරන ලද සංධ්වනි කිහිපයක •CD,"
grade_11_music_textbook.md,2129,වි`දීමට,සංධ්වනිි ඇතුළත් තැටියක් සිසුන්ට ශ්‍රවණය කර රස වි`දීමට අවස්ථාවCD
grade_11_music_textbook.md,2180,සංගීත`ඥයා,යානි සංගීත`ඥයා
grade_11_music_textbook.md,2182,ළ`ගා,ළ`ගා කර ගැනීමට හුරුවෙයි.
grade_11_music_textbook.md,2187,වි`දියි,ඉගෙනුම් පල:වත්මන් ජනපි්‍රය සංගීත කෘති රස වි`දියි.•
grade_11_music_textbook.md,2188,රසවි`දියි,නූතන ලෝකයේ ප්‍රසිද්ධ යානි නම් සංගීතඥයාගේ නිර්මාණ රසවි`දියි.•
grade_11_music_textbook.md,2199,හැ`දින්වීමක්,සංගීතඥයා පිළිබඳ කෙටි හැ`දින්වීමක් ප්‍රමාණවත් නොවන අතර නිදහස්
grade_11_music_textbook.md,2224,සංගීත`ඥයාගේ,යානි සංගීත`ඥයාගේ නිර්මාණයන්හි තමන් රස වි`දි කොටස් පිළිබඳව•
grade_11_music_textbook.md,2224,වි`දි,යානි සංගීත`ඥයාගේ නිර්මාණයන්හි තමන් රස වි`දි කොටස් පිළිබඳව•
grade_11_music_textbook.md,2228,සංගීත`ඥයාගේ,පැවරුමඅන්තර්ජාලය  මගින්  යානි  සංගීත`ඥයාගේ  වෙනත්  නිර්මාණ  හා  ඔහුගේ
grade_11_music_textbook.md,2478,හැ`දින්විය,අපේක්‍ෂිත ය. යනු සුසංගත වීම වශයෙන් හැ`දින්විය හැකි ය.Harmony
grade_11_music_textbook.md,2537,හැ`දින්වේ,හැ`දින්වේ.)
grade_11_music_textbook.md,2575,මකුලො`ථව,ස්වර සුසංගත කිරීම වඩාත් රසවත් බව ඩබ්ලිව්. බී. මකුලො`ථව ශූරීන්ගේ
grade_11_music_textbook.md,2801,බැ`දි,නිපුණතාව 6.0   : සරල සංගීතය හා බැ`දි සංගීතාංග පිළිබඳ අත්දැකීම් ලබයි.
grade_11_music_textbook.md,2867,න`ථ,"කරන්න. (කථා සාරය, තේමා වාදනය පිළිබඳ, න`ථ නිළියන්, පරිසරය, ආදිය"
grade_11_music_textbook.md,2965,ග`ගකතාාද,ග`ගකතාාද ැරුචි තුළත්  මේ
grade_11_music_textbook.md,3091,රසවි``දියි,මා පිය ගුණවරුණ ඇතුළත් ගීත රසවි``දියි
grade_11_music_textbook.md,3093,වි`දියි,නිපුණතා මට්ටම    :මව්පිය ගුණවරුණ සඳහන් ගීත ගායනය කරයි. රස වි`දියි.
grade_11_music_textbook.md,3094,රසවි``දියි,ක්‍රියාකරකම  :මා පිය ගුණවරුණ ඇතුළත් ගීත රසවි``දියි
grade_11_music_textbook.md,3159,හැ`දින්වීමේදී,"චරිත  හැ`දින්වීමේදී  කොළපතකින්  සාදා  ගත්  වෙස්  මුහුණද,  උපයෝගි•"
